userName,score,content,final_review,cleaned_review,labeling ,predicted_label
Meung Xi,2,netflix sebenrnya sangat bagus bila nonton di laptop kualitas videonya sangat bagus tp bila nonton di HP sangat gelap itu kenapa ya heran udh diperbarui tetep aja gelap gulita videonya,netflix sebenrnya bagus nonton laptop kualitas video bagus nonton gelap heran baru tetep gelap gulita video,sebenrnya bagus nonton laptop kualitas video bagus nonton gelap heran tetep gelap gulita video,,positif
Mama Robert,3,"Sebelumnya tdk ada masalah. Tapi baru² ini ketika play video di hp selalu saja buffering, sama sekali tdk bisa putar..tapi di tv normal saja. Udh hapus chace di hp sampai update tetap aja buffering. Mau pakai Wi Fi atau kuota tetap aja buffering mulu tdk bisa putar sama sekali",tdk play video buffering tdk putar normal hapus chace update buffering pakai kuota buffering mulu tdk putar,play video buffering putar normal hapus chace update buffering pakai kuota buffering mulu putar,,netral
Faesal Abror,2,loginya susah,log susah,log susah,,negatif
ponco anggoro,1,"udah langganan kok ga bisa di putar, bisa ga balikin dana nya nyesel banget berlangganan aplikasi jelek ini",udah langgan putar balikin dana nya nyesel banget langgan aplikasi jelek,langgan putar balikin dana nyesel banget langgan jelek,,negatif
Aina Hafizah,1,susah bgt daftar akunya,susah banget daftar aku,susah banget daftar,,negatif
gafin putra,1,buat batalkan langgana jauh lebih mudah aku sudah membatalkan langganan 2 bulan lalu masih aja ditagih dari aplikasi dana dan gak ada konfirmasi tiba tiba saldo ku hilang,batal langgana mudah batal langgan tagih aplikasi dana konfirmasi saldo hilang,batal langgana mudah batal langgan tagih dana konfirmasi saldo hilang,,negatif
Bayu Official,2,"film kurang lengkap,film"" terbaru banyak yg gada",film lengkap film baru gada,film lengkap film gada,,positif
Muhammad Fauzan,3,"film yang diadaptasi oleh Netflix banyak yang bagus, tapi untuk aplikasinya sendiri sangatlah sampah, cuma butuh satu fitur, yang sangat sangat akan bermanfaat bagi banyak orang, dan saya yakin pihak Netflix bisa membuat fitur ini dalam waktu 1 jam, 'dual subtitle' saya akan kembali untuk memberikan bintang 5 setelah fitur tersebut dirilis",film adaptasi netflix bagus aplikasi sampah butuh fitur manfaat orang netflix fitur jam dual subtitle bintang fitur rilis,film adaptasi bagus sampah butuh fitur manfaat orang fitur jam dual subtitle bintang fitur rilis,,positif
Immanuel Nainggolan,1,Kenapa akun saya hilang? Udah langganan tapi gak bisa login,akun hilang udah langgan login,akun hilang langgan login,,negatif
Nadya Tata,1,"udah daftar dan bayar 65ribu pake saldo shoppepay abis itu pas coba masuk gk bisa, disuruh selesaikan pendaftaran terus padahal saldo shoppepay sudah terpotong, trnyata pas baca ulasan banyak yg kaya gitu, nyesel bgt tdi asal bayar aja!!",udah daftar bayar ribu pake saldo shoppepay abis pas coba masuk suruh selesai daftar saldo shoppepay potong trnyata pas baca ulas kaya gitu nyesel banget tdi bayar,daftar bayar ribu pake saldo shoppepay abis pas coba masuk suruh selesai daftar saldo shoppepay potong trnyata pas baca ulas kaya gitu nyesel banget tdi bayar,,negatif
RHR MINECRAFT,1,"aplikasi yahudi, terlalu kikir",aplikasi yahudi kikir,yahudi kikir,,negatif
Ramadhan. S,1,"JANGAN RUSAK HYPEJOJO SBR, DENGAN RILIS PERBATCH",rusak hypejojo sbr rilis perbatch,rusak hypejojo sbr rilis perbatch,,negatif
rikma aulia,1,"Dalam keterangan maaf atas ketidaknyamananya kesalahan dalam pemutaran, coba judul lain.. 10 judul flm keterangan sama aja, 2 bulan lebih langganan dan otomatis kepotong via DANA, padahal gak pernah di tonton. sekarang akun malah keluar terus padahal cuman HP dan Tv. PARAH NETFLIX. Mulai hari ini (stegah jam kebelakang baru kepotong langganan) saya UNREG aja berlangganan macam apa ini gak bisa dinikmatin",terang maaf ketidaknyamananya salah putar coba judul judul flm terang langgan otomatis potong via dana tonton akun cuman parah netflix stegah jam belakang potong langgan unreg langgan dinikmatin,terang maaf ketidaknyamananya salah putar coba judul judul flm terang langgan otomatis potong via dana tonton akun cuman parah stegah jam potong langgan unreg langgan dinikmatin,,negatif
Keshi,2,load videonya bug tolong perbaiki,load video bug tolong baik,load video bug tolong,,netral
Rusli Wijaya,1,udah daptar tetep ga bisa masuk masuk harus daptar ulang lagi,udah daptar tetep masuk masuk daptar ulang,daptar tetep masuk masuk daptar ulang,,negatif
syarifudin arif1998,1,"apk gajelas, daftar susah lugin susah isi langganan sudah, serba gajelas",apk gajelas daftar susah lugin susah isi langgan serba gajelas,gajelas daftar susah lugin susah isi langgan serba gajelas,,negatif
Ozora Rafa,4,"aplikasi nya udah bagus, awal langganan seneng banget. Terus coba-coba cari film Sherlock Holmes, ada sih ada tapi kok cuma 1?? seharusnya kalo udah langganan gini bisa nikmatin ini aplikasi, tapi rada nyesel juga soalnya film yang mau ku tonton ngga ada. Pada akhirnya nonton di tempat lain, Saya harap segera tingkatkan lagi dong filmnya. Udah ga sabar mau liat, dan biar saya ngga nyesel juga.",aplikasi nya udah bagus langgan neng banget coba coba cari film sherlock holmes sih kalo udah langgan gin nikmatin aplikasi rada nyesel film tonton ngga nonton harap tingkat film udah sabar liat biar ngga nyesel,bagus langgan neng banget coba coba cari film sherlock holmes sih kalo langgan gin nikmatin rada nyesel film tonton nonton harap tingkat film sabar liat biar nyesel,,netral
Sucipto Seno,1,loding terus,loding,loding,,negatif
wahyu din,1,"mohon maaf saya kali ini TIDAK langganan netflix kenapa tiba-tiba memotong pembayaran secara otomatis ya? hanya karena pernah berlangganan sekali beli, tiba-tiba memotong tanpa konfirmasi?! pada Playstore saya pun tidak ada informasi Langganan Terkait ""Langganan Netflix"" Kenapa Kalian (Pihak Netflix) secara sepihak melakukan pembayaran secara otomatis pada Pembayaran OVO saya?! apakah saya Harus Menulis Keluhan Konsumen di Website?",mohon maaf kali langgan netflix potong bayar otomatis langgan beli potong konfirmasi playstore informasi langgan kait langgan netflix netflix bayar otomatis bayar ovo tulis keluh konsumen website,mohon maaf kali langgan potong bayar otomatis langgan beli potong konfirmasi playstore informasi langgan kait langgan bayar otomatis bayar ovo tulis keluh konsumen website,,negatif
Aeelin,5,aku cinta netflix🥰🥰🥰,cinta netflix,cinta,,negatif
ahmad syahril,5,nonton video filmnya jadi asik,nonton video film asik,nonton video film asik,,netral
Gash Poll,1,tidak bisa konfirmasi email,konfirmasi email,konfirmasi email,,negatif
M.Ilham B,1,"sekarang kemahalan, film juga kurang lengkap",mahal film lengkap,mahal film lengkap,,positif
fajar auliya,1,berlangganan malah gabisa dibuka aplikasinya kacau,langgan gabisa buka aplikasi kacau,langgan gabisa buka kacau,,negatif
SANDY Brebes,1,daftar akun ribet,daftar akun ribet,daftar akun ribet,,negatif
Aibah Sulastri,2,ini kenapa loading bgt skrg jelek bgt netflix muter2 aja bjirr bikin emosi 😭😭😭,loading banget skrg jelek banget netflix muter bjirr emosi,loading banget skrg jelek banget muter bjirr emosi,,negatif
Roy Martin,5,widih mantap bisa download game GTA ah mantap sekali😍🥰🥰🥰🥰,widih mantap download game gta mantap,widih mantap download game gta mantap,,positif
Iftinant Alamsyah,2,"Saat menonton, kadang kualitas resolusi video berubah-ubah sehingga pengalaman menonton terasa kurang nyaman. Akan sangat membantu jika ada fitur kontrol resolusi, agar pengguna bisa menyesuaikan sesuai kebutuhan dan kondisi jaringan. Terima kasih.",tonton kadang kualitas resolusi video ubah ubah alam tonton nyaman bantu fitur kontrol resolusi guna sesuai sesuai butuh kondisi jaring terima kasih,tonton kadang kualitas resolusi video ubah ubah alam tonton nyaman bantu fitur kontrol resolusi sesuai sesuai butuh kondisi jaring terima kasih,,positif
Reza Prem,1,kepotong ngga jelas,potong ngga,potong,,negatif
Edo,1,"saya menyampaikan keluhan tidak di response. jadi sy sampaikan dari sini. Saat saya memutar film di HP, terdapat garis garis di ujung kanan layar. saya sudah mencoba restart HP, re install apk netflik, pembersihan memori, namun masalah masih terjadi.",keluh response putar film garis garis ujung kanan layar coba restart install apk netflik bersih memori,keluh response putar film garis garis ujung kanan layar coba restart install netflik bersih memori,,netral
Bilal,4,"please, add anime akame ga kill, i Want to watch it☺️🙏",please add anime akame kill want watch,please add anime akame kill want watch,,negatif
Muhammad Iqbal,1,"tolol kaga jelas muter mulu, jaringan lancar",tolol kaga muter mulu jaring lancar,kaga muter mulu jaring lancar,,negatif
Muhammad Nesta,3,"FILM nya KURANG LENGKAP 😏......masa iya kalah link situs bajakan,?",film nya lengkap iya kalah link situs baja,film lengkap iya kalah link situs baja,,positif
Andika Surya,1,kok sekarang jadi jelek yaaa... bermasalah trus nihh,jelek masalah trus nihh,jelek nihh,,negatif
Muhammad Zainal,1,ini kok gk bisaa login sihhhh aku udah ulang berkali kali ko gk bisa bisa,bisaa login sih udah ulang kali kali,bisaa login sih ulang kali kali,,negatif
tanpa nama,1,AOK SAMPAHHHH RIBETTT TAIIIKKK,aok sampah ribet taik,aok sampah ribet taik,,negatif
Alif Ghiebran,1,yapapma yaokma le that temanyenh,yapapma yaokma that temanyenh,yapapma yaokma that temanyenh,,negatif
Ulfa Qhaerani,2,"Sudah bayar langganan, dibulan pertama lancar sekali, di bulan ke dua ketika di login, tulisannya hanya Netflix doangg!",bayar langgan bulan lancar login tulis netflix doangg,bayar langgan lancar login tulis doangg,,negatif
Berlyn grace asa,1,"tiba-tiba saldo saya kepotong secara otomaris masuk ke netflix dan saya tidak sadar setelah itu saya mengajukan pembatalan keanggotaan namun uangnya tidak kunjung kembali hingga sekarang,Sedih banget mana itu uang darurat saya:(",saldo potong otomaris masuk netflix sadar aju batal anggota uang kunjung sedih banget uang darurat,saldo potong otomaris masuk sadar aju batal anggota uang kunjung sedih banget uang darurat,,negatif
Usaha Tahapan,4,aplikasinya kenapa ya ? jaringan nya kenapa ? hati hati dengan rating yg terus turun dan banyak pesaing nanti masuk,aplikasi jaring nya hati hati rating turun saing masuk,jaring hati hati rating turun saing masuk,,negatif
Fairuz Alya aprilia,4,seru tapi minusnya dikeluarin pas kita lagi asik asik nonton katanya itu karna nonton film banyak TPI gt jg,seru minus dikeluarin pas asik asik nonton karna nonton film,seru minus dikeluarin pas asik asik nonton karna nonton film,,positif
xtryssal,2,"ribet banget apansi, kayaknya tempat orang² penipuan gitu, tiba tiba aja abis kirim kode ada yang tiba tiba nelpon, heran gw seribet itu masuknya, padahal film ga selengkap itu tolong diperbaiki",ribet banget apansi kayak orang tipu gitu abis kirim kode nelpon heran seribet masuk film lengkap tolong baik,ribet banget apansi kayak orang tipu gitu abis kirim kode nelpon heran seribet masuk film lengkap tolong,,negatif
Aprilia Rahmawati,3,saya kasih bintang 3 dulu karena suka memuat pas mau nonton,kasih bintang suka muat pas nonton,kasih bintang suka muat pas nonton,,positif
Yustina Sri Utami,1,i dont like your game,dont like your game,dont like your game,,positif
Maple RK,1,Developer pelit masa daftar aja harus bayar,developer pelit daftar bayar,developer pelit daftar bayar,,negatif
Marleyn Pello,1,cacatttt,cacat,cacat,,negatif
Wulandari Sopitry,1,"gimana ini nggak bisa nonton, selalu loading di setiap film, film yg udh di download jg tetep nggak bisa di tonton. mana baru top up ini. tolong segera perbaiki atau kasih solusi bagaimana cara mengatasinya. terimakasih.",gimana nonton loading film film download tetep tonton top tolong baik kasih solusi atas terimakasih,gimana nonton loading film film download tetep tonton top tolong kasih solusi terimakasih,,netral
Afik Susianto,3,mantul,mantul,mantul,,negatif
Novi Atul ulum,1,aplikasi gjls udh berlangganan malah gabisa masuk terus👎👎,aplikasi gjls langgan gabisa masuk,gjls langgan gabisa masuk,,negatif
Mario0 Krisman,1,"Halo netflix, semoga kamu membaca ini. Mengapa saya memberi bintang 1, saya merasa kecewa, karena netflix langsung memotong uang saya yang terdapar di applikasi ""dana"". Uang saya otomatis terpotong tanpa adanya persetujuan dari saya. Saya belum mengkonfirmasi tetapi pihak netflix langsung memotong uang saya untuk membayar langganan. Padahal saya belum menyetujui nya. Untuk itu saya meminta tolong dan maaf apabila ada salah kata. Saya hanya meminta uang saya kembali Terimakasih -Mario",halo netflix moga baca bintang kecewa netflix langsung potong uang dapar applikasi dana uang otomatis potong tuju konfirmasi netflix langsung potong uang bayar langgan tuju nya tolong maaf salah uang terimakasih mario,halo moga baca bintang kecewa langsung potong uang dapar applikasi dana uang otomatis potong tuju konfirmasi langsung potong uang bayar langgan tuju tolong maaf salah uang terimakasih mario,,negatif
Sahra Wardi,1,"saya sudah berhenti langganan tapi tetap di potong saldo saya ini gimana jadi nya, berguna atau tidak berhenti langganan itu",henti langgan potong saldo gimana nya guna henti langgan,henti langgan potong saldo gimana henti langgan,,negatif
Ivan vanivan,1,mau nonton doang daftar nya ribet kek t a i,nonton doang daftar nya ribet kek,nonton doang daftar ribet kek,,negatif
Starfish Xii,1,jlek,jlek,jlek,,negatif
daundra Rendz,1,kata sandi salah terus!!,sandi salah,sandi salah,,negatif
Masnono Ocrot,1,"filmnya kebanyakan tidak sesuai harapan, apa yang di cari tidak TERSEDIA 😡 bayarnya mahal tapi filmnya biasa-biasa aja 😡",film banyak sesuai harap cari sedia bayar mahal film,film sesuai harap cari sedia bayar mahal film,,netral
Pranasya Walker,4,Untuk Trailernya Gak sesuai dengan Filmnya tolong di perbaiki Lagi Netflix,trailer sesuai film tolong baik netflix,trailer sesuai film tolong,,netral
Peggy Christina,1,"udah mahal, terus udah gak bisa berbagi bareng keluarga.",udah mahal udah bagi bareng keluarga,mahal bareng keluarga,,negatif
zaleha Leha,4,saya ingin bertanya kenapa film k pop demon hunter tidak rilis di YouTube tolong kalau bisa film nya rilis di YouTube ya karna saya inggin sekali Nonton😭😭,film pop demon hunter rilis youtube tolong film nya rilis youtube karna inggin nonton,film pop demon hunter rilis youtube tolong film rilis youtube karna inggin nonton,,netral
Dian Kalistiyono,3,"saldo dana langsung di potong tanpa pemberitahuan, padahal aplikasi udh di uninstall pas instal lagi aplikasi gak bisa di pake",saldo dana langsung potong pemberitahuan aplikasi uninstall pas instal aplikasi pake,saldo dana langsung potong pemberitahuan uninstall pas instal pake,,negatif
hafid maullana,1,"masuk akun aja ribet, minta kode susah reset password susah apk apaan ini ..",masuk akun ribet kode susah reset password susah apk,masuk akun ribet kode susah reset password susah,,negatif
Riko Yulistiawan,1,emang gak rekomendasi buat nonton su,emang rekomendasi nonton,emang rekomendasi nonton,,positif
Muhammad Zahir Athif,1,"sekarang udah gabisa berbagi lagi walupun langganan ultra hd kecewa jujur sama Netflix, mana baru perpanjang lagi, bulan ini terakhir Langganan lagi",udah gabisa bagi walupun langgan ultra kecewa jujur netflix panjang langgan,gabisa walupun langgan ultra kecewa jujur langgan,,negatif
Black Clover,1,kenapa nggk bisa login ini g mail nya dah bner aku coba buat login disney bisa masuk kenapa apk ini nggk bisa aneh kerja yng bner lah,nggk login mail nya dah bner coba login disney masuk apk nggk aneh kerja yng bner,nggk login mail dah bner coba login disney masuk nggk aneh kerja yng bner,,negatif
sefnat silfeto,5,semoga,moga,moga,,negatif
Bowok Ujang,1,"pembayaran udah setop tiba"" bayar sendiri",bayar udah setop bayar,bayar setop bayar,,negatif
Tetii Wahyunie,1,udah bayar malah terus terusan di suruh daftar dan bayar lagi padahal udah jelas jelas udah bayar slado di rekening kuga udah ke potong sama netflix begitu mau masuk malah di suruh bauar lagi anehhh,udah bayar terus suruh daftar bayar udah udah bayar slado rekening kuga udah potong netflix masuk suruh bauar aneh,bayar suruh daftar bayar bayar slado rekening kuga potong masuk suruh bauar aneh,,negatif
devy wulan,1,"kenapa pembayaran ribet banget, kenapa gk d bikim simple aj pembayaran lewat MBanking, mau langganan bayar aja susahnya",bayar ribet banget bikim simple bayar mbanking langgan bayar susah,bayar ribet banget bikim simple bayar mbanking langgan bayar susah,,negatif
Reza Muhammad,4,"Halo netflix, bingung saya mau lapor siapa, tapi saya beli paket yang hanya bisa dipakai satu device dan yang terhubung hanya tv rumah dan hp saya saja, tapi anehnya kok pas saya mau nonton ada yang pakai, padahal gaada yang pakai sama sekali di rumah. So, kenapa netflix gampang banget kebobolan sih? tolong diperbaiki",halo netflix bingung lapor beli paket pakai device hubung rumah aneh pas nonton pakai gaada pakai rumah netflix gampang banget bobol sih tolong baik,halo bingung lapor beli paket pakai device hubung rumah aneh pas nonton pakai gaada pakai rumah gampang banget bobol sih tolong,,negatif
Fathan Rizky16,1,ngeleg bgt tiap mau nonton.,ngeleg banget nonton,ngeleg banget nonton,,negatif
HB Rajut,1,"aplikasi aneh, untuk aplikasi yg terkenal dan byk dipakai orang tapi untuk daftarnya super ribet, normalnya bikin akun dan sandi selesai, ini enggak masih verifikasi berkali2 dan tetep ga bisa log in..",aplikasi aneh aplikasi kenal byk pakai orang daftar super ribet normal akun sandi selesai verifikasi kali tetep log,aneh kenal byk pakai orang daftar super ribet normal akun sandi selesai verifikasi kali tetep log,,negatif
Cindy Novarita2024,1,tidak bisa log in trus,log trus,log,,negatif
Setiani Efrata,3,kok dari semalam mau nonton di Netflix eror ya dibuat? ini apa yg salah ya? mohon bantuannya,malam nonton netflix eror salah mohon bantu,malam nonton eror salah mohon bantu,,negatif
Srimulya Srimulyaningsih,5,Alhamdulillah filmnya bagus2,alhamdulillah film bagus,alhamdulillah film bagus,,positif
Zidane Abimanyu,3,oke tapi film nya kurang lengkap entah knp di akun saya yang tayang hanya sedikit dan banyak film bagus tidak bisa di tampilkan,oke film nya lengkap knp akun tayang film bagus tampil,oke film lengkap knp akun tayang film bagus tampil,,positif
Nadya Shoft,2,tolong diperbaiki lagi. saya gabisa muter vidionya knp ya?,tolong baik gabisa muter vidionya knp,tolong gabisa muter vidionya knp,,negatif
Nurul Izmi,4,suka tp susah loh,suka susah loh,suka susah loh,,negatif
Chelsii Meliana Ririnsia,1,"film nya ga lengkap, mahal",film nya lengkap mahal,film lengkap mahal,,positif
Fadhil Septian,1,"@🐢aaz🕸🕸, a, aazzazaz",aaz aazzazaz,aaz aazzazaz,,negatif
M Yoga Prasetyo,1,aplikasi apa coba ga bisa di daftar,aplikasi coba daftar,coba daftar,,netral
desiaratna sari19,4,"iiu, ada uii",iiu uii,iiu uii,,negatif
Ejen Alicia,1,harus bayar dan bagaimana jika orang yang tidak mampu harus bayar lagian orang lain juga bisa nonton di app lain.,bayar orang bayar orang nonton app,bayar orang bayar orang nonton,,negatif
Roni Ansah,1,aplikasi gajelas mau daftar aja di persulit,aplikasi gajelas daftar sulit,gajelas daftar sulit,,negatif
Aetheraaa,5,kenapa berbayar si? kan semua yang ada di dunia ini milik Allah,bayar dunia milik allah,bayar dunia milik allah,,negatif
Azhar Isnantio,1,selama saya menggunakan netflix saya sudah bayar tetapi saat saya ingin menonton Kenapa selalu buffering Saya benci,netflix bayar tonton buffering benci,bayar tonton buffering benci,,negatif
Lisa Delisya20,1,"log out terus , makin jelek",log out jelek,log out jelek,,negatif
Ananda Renata,3,"buset baru daptar , sudah kehilangan saldo pertama , akhirnya yang ke 2 bayar lagi , kayak mana lah , rugi lah kalau gitu terus",buset daptar hilang saldo bayar kayak rugi gitu,buset daptar hilang saldo bayar kayak rugi gitu,,negatif
Saitama Grub,1,ni aplikasi pemaksaan bgt sih gk di jelasin secara gamblang di aplikasi kalau aplikasi premium melainkan lewat Gmail.,aplikasi paksa banget sih jelasin gamblang aplikasi aplikasi premium gmail,paksa banget sih jelasin gamblang premium gmail,,negatif
Yeheskiel rqq Kiel,1,aplikasi ini sangatlah jelek karena susah masuk nya . dari tadi saya Masuk tidak Mau masuk sampe sekarang . ada apa dengan aplikasi ini?,aplikasi jelek susah masuk nya masuk masuk sampe aplikasi,jelek susah masuk masuk masuk sampe,,negatif
Bang Tedy,1,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar",sinyal lancar internet lancar ngestuck lobby gabisa dipake nonton bayar lancar,sinyal lancar internet lancar ngestuck lobby gabisa dipake nonton bayar lancar,,negatif
F ASK,1,"semakin buruk, harusnya ada peningkatan dari film dan layanan",buruk tingkat film layan,buruk tingkat film layan,,negatif
Cyntia Melyana,1,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,payah udah langgan episode gabisa tonton drama the fiery priest,payah langgan episode gabisa tonton drama the fiery priest,,negatif
Gifty Girsang,1,"pas mau nonton, banyak orang yang login di akun",pas nonton orang login akun,pas nonton orang login akun,,netral
Lailatul atul,2,Masa masuk sandi salah terus padahal udh bener,masuk sandi salah bener,masuk sandi salah bener,,negatif
Muhammad Hanif,5,salamun'alaikum bimashobartum dari sisi Allah SWT,salamun alaikum bimashobartum sisi allah swt,salamun alaikum bimashobartum sisi allah swt,,negatif
Khaerul Arbani,4,Film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,film tampil bagus kecewa hasil telusur film cari,film tampil bagus kecewa hasil telusur film cari,,positif
Faizal Aditia,1,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,ribet login nya udah bayar halaman nya udah coba,ribet login bayar halaman coba,,negatif
CHANNEL DESA,1,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih Netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota Netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi Netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,update bayar buka android box payah netflix lawas lawas gpp langgan anggota netflix perangkat android box baru pikir netflix bayar buka android box parah,update bayar buka android box payah lawas lawas gpp langgan anggota perangkat android box pikir bayar buka android box parah,,negatif
Riswar Riswar,5,Sangat bagus untuk hiburan semua orang,bagus hibur orang,bagus hibur orang,,positif
Emak AA,1,"saya membayar langganan pakai gopay, saldo gopay sudah terpotong, tapi TIDAK BISA LOGIN! dikasih link yg disuruh bayar paket, pembayaran saya ganti shopee pay akhirnya bisa login. masalahnya saldo digopay sudah terpotong tidak bisa dikembalikan karena pihak gopay sudah membayarkan ke netflix. Disarankan gopay buat membatalkan pembayaran, tapi netflix tidak bisa dihubungi cs nya hanya AI chat tidak membantu sama sekali. Jadi saya membayar hingga 2x melalui saldo gopay dan saldo shopeepay!",bayar langgan pakai gopay saldo gopay potong login kasih link suruh bayar paket bayar ganti shopee pay login saldo digopay potong kembali gopay bayar netflix saran gopay batal bayar netflix hubung nya chat bantu bayar saldo gopay saldo shopeepay,bayar langgan pakai gopay saldo gopay potong login kasih link suruh bayar paket bayar ganti shopee pay login saldo digopay potong gopay bayar saran gopay batal bayar hubung chat bantu bayar saldo gopay saldo shopeepay,,negatif
Felias Sai,1,sudah bayar tapi ga bisa nonton.. burik,bayar nonton burik,bayar nonton burik,,negatif
Muhammad Al Aqsa,1,saya sudah registrasi tapi tetap saja tidak bisa streaming film nya sudah saya ubah password nya tapi tetap saja tidak bisa saya mohon untuk bagian registrasi nya dipermudahkan,registrasi streaming film nya ubah password nya mohon registrasi nya mudah,registrasi streaming film ubah password mohon registrasi mudah,,positif
Raihan Saputra,1,benerinlah netflixnya sering error gabisa ditonton padahal sinyal lancar,benerinlah netflixnya error gabisa tonton sinyal lancar,benerinlah netflixnya error gabisa tonton sinyal lancar,,negatif
Anakdara Ugi,1,mau login aja susah kali,login susah kali,login susah kali,,negatif
vina amelia,1,"gimana sih, sandi bener tapi tulisannya salah mulu. jelek banget, udah di coba berulang kali juga tetep salah. maunya apa si, nama doang app nonton terbesar. tapi banyak bug kocak",gimana sih sandi bener tulis salah mulu jelek banget udah coba ulang kali tetep salah mau nama doang app nonton besar bug kocak,gimana sih sandi bener tulis salah mulu jelek banget coba ulang kali tetep salah nama doang nonton bug kocak,,negatif
Nur aisyah Lir nawati,1,"ga bisa masuk ke Netflix, buat saya kecewa",masuk netflix kecewa,masuk kecewa,,negatif
nabilaa putri,1,"aelah gajelas ni apklikasi duit guee diambil tp gbisa msuk netflix hrus daftar lg pdhl sebelumnyaa udh daftar trs udh ada bukti transaksi tp malah gbida msuk kan anjirr apk gaje.. hati"" kalian semuaa jebakan",aelah gajelas apklikasi duit guee ambil gbisa msuk netflix hrus daftar pdhl sebelumnyaa daftar bukti transaksi gbida msuk anjirr apk gaje hati semuaa jebak,aelah gajelas apklikasi duit guee ambil gbisa msuk hrus daftar sebelumnyaa daftar bukti transaksi gbida msuk anjirr gaje hati semuaa jebak,,negatif
Dian_06 Smun,4,"saya ingin mematikan langganan Netflix pembayaran di shoppy, karena saya ingin mengubah langganan di data seluler, JD tolong diubah pembayaran saya, karena saya sudah mencoba tuk sekian x lamanya tidak bisa, harap di bantu langganan Netflix saya makasih",mati langgan netflix bayar shoppy ubah langgan data seluler tolong ubah bayar coba tuk sekian harap bantu langgan netflix makasih,mati langgan bayar shoppy ubah langgan data seluler tolong ubah bayar coba tuk sekian harap bantu langgan terima kasih,,negatif
arise,3,"I suggest you to make a feature to allow users to make playlist because I want to save the different types of movies that I want to watch with playlist so I can watch the movies in order of same type in the playlist. I want to make playlist for myself like Korean Drama playlist, Anime playlist, Ended Movies playlist, On Going Movies playlist, etc. I don't like save the movies with different types in My List which is only one place and it is mixed with different types of movies.",suggest you make feature allow users make playlist because want save the different types movies that want watch with playlist can watch the movies order same type the playlist want make playlist for myself like korean drama playlist anime playlist ended movies playlist going movies playlist etc don like save the movies with different types list which only one place and mixed with different types movies,suggest you make feature allow users make playlist because want save the different types movies that want watch with playlist can watch the movies order same type the playlist want make playlist for myself like korean drama playlist anime playlist ended movies playlist going movies playlist etc don like save the movies with different types list which only one place and mixed with different types movies,,positif
Renal Diansyah,1,sangat susah untuk mendaftar pusing saya bulak balik crome tapi GK selesai selesai malah balik lagi ke awal . saya saran kan buat yg susah buat login pindah apk sebelah iqiyi viu atw wetv lebih bagus,susah daftar pusing bulak crome selesai selesai saran susah login pindah apk belah iqiyi viu atw wetv bagus,susah daftar pusing bulak crome selesai selesai saran susah login pindah belah iqiyi viu atw wetv bagus,,negatif
listia oktaviani,1,"Sorry bgt, mulai dari awal pendaftaran sistemnya buruk bgt, mempersulit bukannya mempermudah. harusnya dibiarkan login dulu sampe selesai, kalau udah login, trs mau nonton yg baru suruh bayar. ini mah masuk aja blm, blm tau di dalem nya ada apa aja eh udah kena tagihan. kalo tb tb pas udah bayar trs ada kegagalan login gmna? atau film film yg dikehendaki ternyata engga tersedia dengan baik gimana? rugi dong yg udah bayar.",sorry banget daftar sistem buruk banget sulit mudah biar login sampe selesai udah login nonton suruh bayar mah masuk blm blm tau dalem nya udah kena tagih kalo pas udah bayar gagal login gmna film film hendak engga sedia gimana rugi udah bayar,sorry banget daftar sistem buruk banget sulit mudah biar login sampe selesai login nonton suruh bayar mah masuk tau dalem kena tagih kalo pas bayar gagal login gmna film film engga sedia gimana rugi bayar,,negatif
ANDREAS SIMORANGKIR,5,very good,very good,very good,,positif
amy yunica,1,knp GK pke suara asli TERS dikasih translate dibawah.. dubbingnya jelek banget... merusak film😑😑,knp pke suara asli ters kasih translate bawah dubbingnya jelek banget rusak film,knp pke suara asli ters kasih translate dubbingnya jelek banget rusak film,,negatif
Yeni Mlywty,5,"neflix bagus film-film yang aku suka tonton hampir smua ada di neflix ,standar kualitasnya juga bagus dan jernih",neflix bagus film film suka tonton smua neflix standar kualitas bagus jernih,neflix bagus film film suka tonton smua neflix standar kualitas bagus jernih,,positif
Dimas,1,mau login aja ga bisa sandi salah terus padahal udah bener,login sandi salah udah bener,login sandi salah bener,,negatif
Fiero Aja,5,a very helpful application for watching the latest films,very helpful application for watching the latest films,very helpful application for watching the latest films,,positif
ALL,1,"amit amit dah, bukanya apa yaa... mau masuk login aja wajib berlangganan. ga berlangganan ga bisa login. apalah daya yang buat ngecek film doang? anehh",amit amit dah buka yaa masuk login wajib langgan langgan login apa daya ngecek film doang anehh,amit amit dah buka yaa masuk login wajib langgan langgan login daya ngecek film doang anehh,,negatif
