userName,score,content,final_review,cleaned_review,labeling 
Muh Tohir,5,Keren,keren,keren,positif
Pengguna Google,4,seru bagus tapi pas instal nya lama bgt +padahal tadinya udah 71 jadi dari 1 lagi duh emosi lah padahal pke wifi,seru bagus pas instal nya banget udah duh emosi pke wifi,seru bagus pas instal banget duh emosi pke wifi,
I Wayan Krisna,3,ribet bet dah login nya,ribet bet dah login nya,ribet bet dah login,negatif
Ina Senia,3,mau daftar saja sulit,daftar sulit,daftar sulit,negatif
Haikal Rozi,1,apk jelek,apk jelek,jelek,
Kiori Aihara,1,"suka ke logout sendiri, nyusahin bgt :I aplg klo login lewat email sandinya suka disalahin pdhl bener, terpaksa pake kode masuk",suka logout nyusahin banget aplg login email sandi suka disalahin pdhl bener paksa pake kode masuk,suka logout nyusahin banget aplg login email sandi suka disalahin bener paksa pake kode masuk,
aji rafi,5,suka dengan aplikasi ini,suka aplikasi,suka,
ANGGER SUTRISNO,5,keren,keren,keren,positif
Muqaffi,3,"Tolong tambah kecepatan pemutaran 0,8 - 1,2 saja ,, tak perlu sampai 0,25 karena tidak ada yg butuh nonton sepelan itu ...",tolong cepat putar butuh nonton sepel,tolong cepat putar butuh nonton sepel,
Rafael,1,"Ini udah 5 hari gua nonton loading mulu, udah coba pake data sama wifi masih loading padahal internet kenceng, paling worst👎",udah gua nonton loading mulu udah coba pake data wifi loading internet kenceng worst,nonton loading mulu coba pake data wifi loading internet kenceng worst,
Iqbal Mushodik,1,"diperbaiki lagi min, udah 2 minggu one piece gak rilis2, sumpah jadi males.",baik min udah minggu one piece rilis sumpah males,min minggu one piece rilis sumpah males,
Aisa Muhammad,5,akhir nya bisa nonton Boboiboy baraju,nya nonton boboiboy baraju,nonton boboiboy baraju,netral
fa rel,1,cara masuknya gimana anj**g,masuk gimana anj,masuk gimana,
Angela Romartir,1,apk puki,apk puki,puki,negatif
hilal rumagorom,5,jos,jos,jos,positif
Tommy Gunawan,5,ok,oke,oke,positif
Izzul Fahmi,1,banyak banget film yg jadi incaran ku ga tersedia disini woilah kecewa udh langganan. dari sekitar 20 target film yg pengen ku tonton cuma ada 3 aja yg tersedia di netflix,banget film incar sedia woilah kecewa langgan target film ken tonton sedia netflix,banget film incar sedia woilah kecewa langgan target film ken tonton sedia,
Hesti Aprilia,2,"MAKIN LAMA BUKAN MAKIN BAGUS MALAH MAKIN JELEK AJA GRAFIK GAMBARNYA . NGERASA RUGI BANGET BERLANGGANAN , MANA BERLANGGANAN RESMI !!!",bagus jelek grafik gambar ngerasa rugi banget langgan langgan resmi,bagus jelek grafik gambar ngerasa rugi banget langgan langgan resmi,negatif
Jubani Vanio,5,the best🫰🫰🇹🇱🇹🇱,the best,the best,positif
hadiat hondro,5,harus ada film Skibidi toilet,film skibidi toilet,film skibidi toilet,netral
Elizabeth Kenisah amazing,3,"duh gmn yak, bgs si bgs yaaa. cm, bs gasiii jgn dikit² scene nya kepotong, dikit² animasi nya ga gerak/ngelag, dikit² ini, dikit² itu. ribet bah stiap kli itu terjadi hrs kluar Netflix mlulu. kesel kali loh, sinyal bgs pdhl bjir.. ngeganggu nntn bgt. dan kenapaa si netflix smuanya yg gue cari gaada. pdhl kan tujuan langganan netflix buat nntn yg gue mw tntn, tapi smuanya yg gue cari mlh gaada 😅. ujung²nya hrs nntn di apk lain jg 😶👋🏻.",duh gmn yak bgs bgs gas jgn dikit scene nya potong dikit animasi nya gerak ngelag dikit dikit ribet bah stiap kli hrs kluar netflix mlulu kesel kali loh sinyal bgs pdhl bjir ngeganggu nntn banget kenapaa netflix smuanya gue cari gaada pdhl tuju langgan netflix nntn gue tntn smuanya gue cari mlh gaada ujung nya hrs nntn apk,duh gmn yak bgs bgs gas jgn dikit scene potong dikit animasi gerak ngelag dikit dikit ribet bah stiap kli hrs kluar mlulu kesel kali loh sinyal bgs bjir ngeganggu nntn banget kenapaa smuanya cari gaada tuju langgan nntn tntn smuanya cari mlh gaada ujung hrs nntn,
Farrel Resky Ananda,1,"tiba² banget resolusi maksimal nya cuma SD, padahal kemarin masih bisa HDR aneh banget ni Netflix😠, saran aja ya min untuk update kedepannya semoga ditambah fitur untuk memilih resolusi disaat pemutaran film/series nya",banget resolusi maksimal nya kemarin hdr aneh banget netflix saran min update depan moga tambah fitur pilih resolusi saat putar film series nya,banget resolusi maksimal kemarin hdr aneh banget saran min update moga fitur pilih resolusi putar film series,
ngohai yaneyan,5,makasi min,makas min,makas min,
Roy,4,Can you make an option that I could look at all the movies available on the app? It's absurd that I have to use a website and look what movies you guys have,can you make option that could look all the movies available the app absurd that have use website and look what movies you guys have,can you make option that could look all the movies available the absurd that have use website and look what movies you guys have,
Irfanfatih Irfanfatih,1,"pas masuk kebanyakan drama,jadi males",pas masuk banyak drama males,pas masuk drama males,
campur an,1,"masa baru daftar akun langsung di suruh bayar anggota, udah di aplikasi nya gabisa login. tolol",daftar akun langsung suruh bayar anggota udah aplikasi nya gabisa login tolol,daftar akun langsung suruh bayar anggota gabisa login,negatif
Siti Fakhirah Qorrian,5,kualitas nya bagus,kualitas nya bagus,kualitas bagus,positif
Agus Marwanto,5,memuaskan,muas,muas,
Amir Silaen,5,makasih terbayar nostalgia aku,makasih bayar nostalgia,terima kasih bayar nostalgia,
Nurkafi 99,1,aplikasinya bagussih tap111111 lebih ba9us kalo gak pake email dan kata sandi!!!!!,aplikasi bagussih tap baus kalo pake email sandi,bagussih tap baus kalo pake email sandi,
Asep Zainal Muttaqin,1,"Kita ini ga punya waktu, sekalinya punya waktu mau nonton malah akun nya logout sendiri begitu mau masuk ada notifikasi terlalu banyak percobaan masuk, terlalu banyak dari mana orang cuma sekali. 186rb menguap sia2",sekali nonton akun nya logout masuk notifikasi coba masuk orang uap sia,nonton akun logout masuk notifikasi coba masuk orang uap sia,
Ayesha Azaria Saputra,1,gabisa login,gabisa login,gabisa login,negatif
XGamerz,4,"netflik knapa ya... voice nya kecil, giliran sfx nya gede bngt, toling d perbaiki ini..smua filmnya kaya gini",netflik knapa voice nya gilir sfx nya gede banget toling baik smua film kaya gin,netflik knapa voice gilir sfx gede banget toling smua film kaya gin,
Anjing SnackVidio,1,aplikasi binatang ribet kali bah,aplikasi binatang ribet kali bah,binatang ribet kali bah,
Dewi Riski,4,terlalu banyak film korea,film korea,film korea,netral
nico qivo,5,great,great,great,
Copeiy Copiey,1,gak niat,niat,niat,
Muhammad Ichwan,5,good,good,good,positif
Cinta Novelia Rosa,3,jujur kenapa tiba-tiba ngestuck gak bisa play tontonan deh?? udah di perbarui padahal apknya masih gak bisa bisa,jujur ngestuck play tonton deh udah baru apknya,jujur ngestuck play tonton apknya,negatif
Iqi Gans,1,apaan prabayar daftar akunnya,prabayar daftar akun,prabayar daftar akun,
SMAN 1 Cineam,1,susah banget skrg harus update household terus tiap mau nonton,susah banget skrg update household nonton,susah banget skrg update household nonton,negatif
Muhammad Angger Maulana,1,aplikasi gjelas,aplikasi gjelas,gjelas,negatif
Ynz,1,bikin males banget conan di Bstation malah dihapus gegara aplikasi satu ini,males banget conan bstation hapus gegara aplikasi,males banget conan bstation hapus gegara,negatif
Vian Nur,1,jelek banget gua gak rekomendasiin bagusn lok-lok,jelek banget gua rekomendasiin bagusn lok lok,jelek banget rekomendasiin bagusn lok lok,negatif
Zahra ajah,1,apaan nih dulu perasaan gratis kok sekarang bayar? mending nonton ke bioskop dah. mau nonton gratis juga harus bayar sih,asa gratis bayar mending nonton bioskop dah nonton gratis bayar sih,asa gratis bayar mending nonton bioskop dah nonton gratis bayar sih,
Putri Aja,1,fidio nya gak lengkap,fidio nya lengkap,fidio lengkap,positif
Andreas Timbul parasian,1,tak bole guna,bole,bole,positif
Abit Kurnia,1,udah langganan gabisa login jangan di download dah parahh,udah langgan gabisa login download dah parah,langgan gabisa login download dah parah,negatif
Alfian Damiansyah,5,"boros baterai, padahal udah pakai penghemat baterai",boros baterai udah pakai hemat baterai,boros baterai pakai hemat baterai,negatif
Reja Adi permana,2,"ini knp ya netflix saya muter trs pas mau nonton, padahal jaringan bagus memo banyak hp g lemot,, aneh, bikin rugi aja percuma gua langgan ujung² nya g kepake 👎",knp netflix muter pas nonton jaring bagus memo lot aneh rugi gua langgan ujung nya kepake,knp muter pas nonton jaring bagus memo lot aneh rugi langgan ujung kepake,
Yogi Manurung97,1,sudah berhenti berlangganan tapi saldo masih kepotong 👎,henti langgan saldo potong,henti langgan saldo potong,negatif
Injuriss Aza,1,stuckkk dilogo netflix tidak bisa masuk ke akun pdhl bru byr 65rb :(,stuck logo netflix masuk akun pdhl bru byr,stuck logo masuk akun bru byr,
Yana Elizabeth,1,"sudah berlangganan rupanya tidak bisa dipakai😭 bagaimana ini. mau nonton, yang muncul hanya ""memuat"" padahal jaringan oke.",langgan pakai nonton muncul muat jaring oke,langgan pakai nonton muncul muat jaring oke,
Master Apace,5,keren,keren,keren,positif
Ratno ROFIK,1,Sering bug system,bug system,bug system,
Jisoo Sooyaaa,2,Netflix anjg sinyal gua bagus banget lohh knp Ngelag banget pas nonton film di elu buka tiktok lancar jaya di dk elu ngelag banget,netflix anjg sinyal gua bagus banget lohh knp ngelag banget pas nonton film elu buka tiktok lancar jaya elu ngelag banget,anjg sinyal bagus banget lohh knp ngelag banget pas nonton film elu buka tiktok lancar jaya elu ngelag banget,negatif
Adelvyna aulia putri,1,"udah daftar tapi di blg sandi salah trs,ga bisa login,daftar ulang malah di suryh bayar,udah di bayar malah ttp ga bisaa cmn di buat muter muterr",udah daftar blg sandi salah login daftar ulang suryh bayar udah bayar ttp bisaa cmn muter muterr,daftar blg sandi salah login daftar ulang suryh bayar bayar ttp bisaa cmn muter muterr,
Mus Min,1,susah login.langganan super mahal,susah login langgan super mahal,susah login langgan super mahal,
Mohamad Nasrun,5,menghibur,hibur,hibur,positif
Jaka Oppo,1,bintang🌟net,bintang net,bintang net,positif
syifa darmawan,1,apk towwlowlll beadjingan kayak lowentew kowntol mewmeak pass mau login tuh guys gj banget uda masukin gmail tuh uda tapi kok ga bisa tetep aan login nya kya apk ini tuh cuman buatt ngasi gmail doang ga ada kya vido kyk towlowl lah beangseaattt,apk towwlowl beadjingan kayak lowentew kowntol mewmeak pass login tuh guys banget uda masukin gmail tuh uda tetep aan login nya kya apk tuh cuman buatt ngasi gmail doang kya vido kyk towlowl beangseaat,towwlowl beadjingan kayak lowentew kowntol mewmeak pass login tuh guys banget uda masukin gmail tuh uda tetep aan login kya tuh cuman buatt ngasi gmail doang kya vido kyk towlowl beangseaat,
Papsky TV,4,Terbaik. Sediakan pembayaran via potong pulsa dong. boikot gasih.,baik sedia bayar via potong pulsa boikot gasih,sedia bayar via potong pulsa boikot gasih,
yayat novita,1,"aplikasi jelek , film tidak lengkap , sedikit sedikit harus upgrade berbayar gak bagus buat di bayar dan di download",aplikasi jelek film lengkap upgrade bayar bagus bayar download,jelek film lengkap upgrade bayar bagus bayar download,negatif
Adam levine,1,Krn mau beli paket dulu biar bisa liat video,krn beli paket biar liat video,beli paket biar liat video,netral
ini ano,1,makin lama makin aneh makin mahal makin gajelas kalau ada eps baru tbtb ilang2 sendiri njirla,aneh mahal gajelas eps tbtb ilang njirla,aneh mahal gajelas eps tbtb ilang njirla,negatif
Meilan MELODY J,1,"tidak bisa nonton di TV, Tidak bisa juga pakai pencerminan pintar dari hape ke TV. sementara WE TV, IQIYI bisa tuh.",nonton pakai cermin pintar hape iqiyi tuh,nonton pakai cermin pintar hape iqiyi tuh,
Itachi Akatsuki,1,jelek harus bebayar,jelek bebayar,jelek bebayar,
Ahmad Rivaldi,2,tolong reffund saldo yang di sedot secara tiba-tiba,tolong reffund saldo sedot,tolong reffund saldo sedot,
Zena Cell,5,Netflix bagus 👍,netflix bagus,bagus,positif
Alimuddin Alimuddin,1,netflix ribet amat daftar ny,netflix ribet daftar nya,ribet daftar,negatif
Wen Salindra,1,"ga jelas ni apk, udah siap Downloadterus ufah buat akun eh malah di suruh perbaharaui ini itu lah apa lah, udah siap itu nanti enta apa lagi, mending saya uninstal aja lah",apk udah downloadterus ufah akun suruh perbaharaui udah enta mending uninstal,downloadterus ufah akun suruh perbaharaui enta mending uninstal,
akrom resa_,1,buruk,buruk,buruk,negatif
Metal Coker,1,"film nya gak banyak menarik.. gak seru... pencarian gak pernah ada, kurang lengkap film nya , film hilang baru setahun... payah, sia sia bayar",film nya tarik seru cari lengkap film nya film hilang tahun payah sia sia bayar,film tarik seru cari lengkap film film hilang payah sia sia bayar,
Riska Nauly Rambe,1,"jelek bgt, rugi berlangganan sama Netflix!!!",jelek banget rugi langgan netflix,jelek banget rugi langgan,negatif
Am Mod,1,"uang saya kesedot sendiri, padahal gaada niat langganan, mohon kembalikan uang saya",uang sedot gaada niat langgan mohon kembali uang,uang sedot gaada niat langgan mohon uang,negatif
Kurniawan Dian,1,konten anak berisi lgbt,konten anak isi lgbt,konten anak isi lgbt,negatif
Nila Cristanti,4,"tolong ya ini saya sudah berlangganan baru 3 hari tiba-tiba tidak dapat connect to netflix, coba contact cs disuruh coba hapus penyimpanan pada settingan aplikasi namun ketika dicoba login kembali malah tidak bisa selalu terjadi kesalahan. saya coba dari TV juga tidak bisa. Gimana ini???",tolong langgan connect netflix coba contact suruh coba hapus simpan settingan aplikasi coba login salah coba gimana,tolong langgan connect coba contact suruh coba hapus simpan settingan coba login salah coba gimana,
25-Rivaldo syaifullah,1,"Yang terhormat pembuat aplikasi, saya sudah berhenti Langganan tapi saldo uang saya tersedot oleh aplikasi ini, ada bukti pembayaran juga dalam aplikasi, apakah boleh saya mengajukan pengembalian? karena saya juga tidak menginstal aplikasi ini dan tidak jadi berlangganan juga",hormat buat aplikasi henti langgan saldo uang sedot aplikasi bukti bayar aplikasi aju kembali menginstal aplikasi langgan,hormat henti langgan saldo uang sedot bukti bayar aju menginstal langgan,
Erwin Tanaya,1,ingin stop langganan,stop langgan,stop langgan,
Ida 123,1,gak lengkap dan sudah login dan susah masuk ke dalam apk ini,lengkap login susah masuk apk,lengkap login susah masuk,negatif
Riski Akbar,1,nyedot uang dengan sendirinya,nyedot uang,nyedot uang,
Afriani AFRIANI,1,"kebanyakan loading, padahal sinyal ok nonton yt fb atau yg lain lancar2 aja, lama2 bikin kesal",banyak loading sinyal oke nonton lancar kesal,loading sinyal oke nonton lancar kesal,
On Bold,1,"saran saya sebelum langganan dengan Netflix ada baiknya lihat ulasan orang lain terlebih dahulu,,saya menyesal berlangganan dengan Netflix,, sangat kecewa",saran langgan netflix baik lihat ulas orang sesal langgan netflix kecewa,saran langgan lihat ulas orang sesal langgan kecewa,negatif
Telur Kambing Hitam,1,download tinggal 3% ga beres mulu,download tinggal beres mulu,download tinggal beres mulu,
Krisman Batubara,5,mantap,mantap,mantap,positif
Andika,1,"males banget ngentottt, mau batalin aja ga mau",males banget ngentot batalin,males banget ngentot batalin,negatif
sat ria,1,ku blacklist apl ini dari hidupku,blacklist apl hidup,blacklist apl hidup,negatif
putu widiantara,4,ribet settingan ke smart tv,ribet settingan smart,ribet settingan smart,negatif
Fina Fina,4,tempat nonton film yang sangat pas,nonton film pas,nonton film pas,positif
