userName,score,content,final_review
Farisi Adham,1,film nya tiba-tiba hilang di bilang nya kita pakai proxy atau VPN.. btw film yg saya tonton better call saul hilang terus film nya saya harus restart akun logout/login hapus aplikasi terus download ulang hapus data cache kadang tetep gak berhasil juga kesel banget mau nonton udah bayar kok jadi ribet gini habis series ini kayak nya auto berhenti berlangganan mau mencari jawaban untuk permasalahan saya juga bingung mau kemana.. tidak ada solusi,film nya hilang bilang nya pakai proxy vpn btw film tonton better call saul hilang film nya restart akun logout login hapus aplikasi download ulang hapus data cache kadang tetep hasil kesel banget nonton udah bayar ribet gin habis series kayak nya auto henti langgan cari masalah bingung mana solusi
Marding Sebuku,3,mantap,mantap
Kang Manto,5,MANTABBBSSS,mantabs
Rigel Sporta,2,ini apaan si akun gw dipake 2 device padahal udah gw log out in smua tapi sama aja gak bisa,akun dipake device udah log out smua
Dandi Mardian,1,not good,not good
Aqilla Putri,5,jelek banget,jelek banget
Dina Muliana,1,terlalu ribettt daftarnyaaa,ribet daftar
Juvinessa Robot,1,APK ELITE LOGIN SULIT. LOGIN DOANG RIBETNYA KEK NGURUS SURAT TANAH,apk elite login sulit login doang ribetnya kek ngurus surat tanah
Ahmad Widyan,2,apa si gajelas bet dah di muter muter udah bayarr gw Masi aja di ribet ribet kecewa apaa afk ini trus aja di muter muter suruh ganti ulang sandi udah di ganti ttep suruh ganti lagi di kirim link baru beberapa menit yang lalu pas di pencet udah kedaluarsa di minta kirim lagi kedaluarsa lagi ini gimana si pusing gw,gajelas bet dah muter muter udah bayarr mas ribet ribet kecewa apaa afk trus muter muter suruh ganti ulang sandi udah ganti ttep suruh ganti kirim link menit pas pencet udah kedaluarsa kirim kedaluarsa gimana pusing
Mega Retno,5,"netflix ku tiba² gak mau mendownload. padahal jaringan bagus memori juga bnyak, biasanya sangat lancar tapi tiba² gak bisa lagi di dowload cmn 1%trus. sudah saya hapus dan download kembali aplikasinya berulang kali dan sudah restart hp, memastikan wifi aman juga sudah. jadi ntah apa yg salah. mohon bantuan nya netflix atau sesama costumer yg lebih paham 🙏, terimakasih sebelum nya",netflix mendownload jaring bagus memori bnyak lancar dowload cmn trus hapus download aplikasi ulang kali restart wifi aman ntah salah mohon bantu nya netflix costumer paham terimakasih nya
Ayu Pratiwi,1,gajelas pelayanan buruk tidak dapat membantu sama sekali,gajelas layan buruk bantu
Rayyan Athallah,2,"tiba² suka berubah grafiknya jadi yg low padahal udh bayar yg hd, dan saran film lama tayangkan lagi",suka ubah grafik low bayar saran film tayang
Jeremia Werung,5,Saya bayar lewat MyTelkomsel untuk Netflix Basic Standar. Tapi Hanya di berikan DASAR untuk 1 perangkat 🥺.,bayar mytelkomsel netflix basic standar dasar perangkat
Rudi Darmawan,5,Netflix good nice,netflix good nice
Beryl ok,1,duit gua diambil netplik,duit gua ambil netplik
Zhafira Farahiya,1,sebulan mau play film gabisa-bisaa. loading terusss pdhl jaringan juga kenceng,bulan play film gabisa bisaa loading pdhl jaring kenceng
Asrar Ahmad 44,5,video sexy ya gan yang penting adalah di mana mereka berasal dan tak lama setelah itu sexy yang paling penting dari sebuah perusahaan swasta di Indonesia ensiklopedia yang sama dengan cara yang lain 🙏🙏🙏,video sexy gan asal sexy usaha swasta indonesia ensiklopedia
Sakira,1,ini apaan gabisa login jir,gabisa login jir
Andi Achmar Fadli,1,ribet buat login,ribet login
skudbdn skudbdn,1,apa siii saya udah bayarrr ... pas udahh bayarrr kenapaa gbsa ditonton videonyaa.... nyesal saya bayarrr....tolong balikin fiture yang lamaa..... nonton videooo selalu erorrr... dan layarrr hitammm ... hapus aja apk nyaa ... biae tidak banyak orang orang dowload dan buang buang uuang,udah bayar pas udahh bayar kenapaa gbsa tonton videonyaa nyesal bayar tolong balikin fiture lamaa nonton video eror layar hitam hapus apk nyaa biae orang orang dowload buang buang uuang
Agung New'season,2,ini dafar ny gmana.?,dafar nya gmana
Danu Ramadhan,1,loading doang,loading doang
Klara Indri,2,"buat yg gatau, ini aplikasi berbayar/berlangganan.",gatau aplikasi bayar langgan
Uni Yunika,2,sandi udh bener tapi tetep salah dan gabisa masuk ke akun,sandi bener tetep salah gabisa masuk akun
Fitriyah97 Manis,4,error loading,error loading
Dafa Putra,1,uda beli langganan di netflix tapi pas mau masuk akun selalu gabisa sandinya mana uda beli langganan nya amit,uda beli langgan netflix pas masuk akun gabisa sandi uda beli langgan nya amit
Akhmad Hikami,2,film yang di tonton ketika berhenti lalu ingin di lanjutkan suka menghilang,film tonton henti lanjut suka hilang
Diana Pebrianti,3,maaf ni netflix kenapa lagi? daftar putar yg d tonton tetiba ilang.. pas ada d beranda mau d buka gak bisa.. perbulan saya bayar lho ini,maaf netflix daftar putar tonton tetiba ilang pas beranda buka bulan bayar lho
Sharil Ril,1,"ini gimana login nya, padahal email sama sandinya udah bener malah ga bisa-_-",gimana login nya email sandi udah bener
Adi Putra,1,eror mulu,eror mulu
GAME JAVA ID,1,"lu klo gk niat nayangin animasi mending gk usah tayangin apalah satu series isinya 25 eps tp lu cuma tayangin 20eps udahlah langganannya mahal gk lengkap pula vinland saga,fruits basket dua series ini yg eps per seasonnya gk lengkap",niat nayangin animasi mending tayangin apa series isi eps tayangin eps udahlah langgan mahal lengkap vinland saga fruits basket series eps seasonnya lengkap
Suci nur Azizah,1,serius mau awal daftar langsung berlangganan?!?!! gilee pemaksaan,serius daftar langsung langgan gilee paksa
random video,5,siop,siop
ADRIAN,1,app terburuk mengapa kalian tidak menyematkan fitur kualitas vidio tanpa perlu memandang perangkat keras/ lunak,app buruk semat fitur kualitas vidio pandang perangkat keras lunak
Afandi Milanisti,3,tambah film horor indonesia nya..,film horor indonesia nya
Indra Setiawan,1,gak bisa masuk padahal sandi email bener gak jelas apk ini jangan download,masuk sandi email bener apk download
Jimmy Tobing,1,"aplikasi jelek, udh bayar ehh pas masuk ke akun ga bisa lagi. TOLONG KAU BALIKIN AJA DUITNYA KALAU GA BISA DIPAKE NIH APLIKASI.",aplikasi jelek bayar ehh pas masuk akun tolong kau balikin duit dipake aplikasi
عاطفة عَليا الزهراء,1,"padahal nonton sendiri pake akun sendiri 1 profil doang masa keterangannya ""Terlalu banyak perangkat yang menonton di akunmu saat ini""?",nonton pake akun profil doang terang perangkat tonton akun
papah el,3,"bug anjaay,tiap play video muter muter mulu,wifie kenceng,udh 3 hari ga bisa play video,muter muter mulu,benerin dulu tuh bug ny!!",bug anjaay play video muter muter mulu wifie kenceng play video muter muter mulu benerin tuh bug nya
Fahmi Ganteng,1,jelekkk anjj apknyaaaa,jelek anjj apknya
Ayu Putri,5,Pelayanan customer service netflix super duper cepat. Saldo shopepay sempet terpotong gara² netflix padahal sudah nonaktif akun netflixnya. Tapi waktu chat ke Cs langsung respon dan uang kembali. makasih banyak,layan customer service netflix super duper cepat saldo shopepay sempet potong gara netflix nonaktif akun netflixnya chat langsung respon uang makasih
bila,1,"ga bisa di putar vidio nya,padahal udh saya bayar,gimna sih ini ,tolong di perbaiki dong",putar vidio nya bayar gimna sih tolong baik
Dimz Dimzen,1,"apk gaje, gabisa login padahal sandi udah bener",apk gaje gabisa login sandi udah bener
Putri Pinasti,1,udah daftar udah punya akun udah bayar pas nontkn film muter²doang sampe setengah jam padahal jaringan oke kuota aman,udah daftar udah akun udah bayar pas nontkn film muter doang sampe jam jaring oke kuota aman
Saputri,1,"mau masuk gk bisa, bikin akun juga gk bisa, aplikasi gk jelas",masuk akun aplikasi
Nayla Priyanka .s.,1,login aja susah amat,login susah
MUHAMAD HADI KURNIAWAN,4,apk nya bagus tapi tolong dong kasih kecepatan Vidio nya sampai 2x kalau Udah ntar saya kasih bintang 5,apk nya bagus tolong kasih cepat vidio nya udah ntar kasih bintang
Iqbal Osman,1,"sudah batal langganan, kenapa tetap terpotong saldo saya secara otomatis",batal langgan potong saldo otomatis
Brita Max,2,Gak recommended apk nya,recommended apk nya
Adityakawee,1,"sering terjadi masalah saat memutar video (5.10) sudah dicoba berbagai cara tetep ga bisa, kadang lancar kadang ga bisa. kalo gini terus mending stop berlangganan",putar video coba tetep kadang lancar kadang kalo gin mending stop langgan
B,1,notgood,notgood
Galih Aditama,5,bagus banget saya suka nonton drama.,bagus banget suka nonton drama
siti choriah,1,"Gak bisa buat nonton. cuma muter aja, padahal sudah ganti pakai wifi tetap saja tidak bisa. zonk...!",nonton muter ganti pakai wifi zonk
Thrift bydesma,1,udah bayar tapi gabisa nonton keterangan nya pembayaran di tunda udah jelas udah bayar,udah bayar gabisa nonton terang nya bayar tunda udah udah bayar
danielliance anggraini,1,"ni apk g niat ajg, dri tdi kesalahan mulu, ni hapus aj apk dri play store, nyusahin gblok, mau login aja kya mau lewatin jembatan siratal mustakim kntol",apk niat ajg dri tdi salah mulu hapus apk dri play store nyusahin gblok login kya lewatin jembatan siratal mustakim kntol
this alea,1,kenapa disamsung A06 gabisa putar film?,disamsung gabisa putar film
Anggun Lauraanggun,1,sy tidak bisa masuk di netfix padahal sy sudah memasukkan email sy tapi tidak bisa masuk juga,masuk netfix masuk email masuk
Eril Arif,2,"jaringan aman, buka aplikasi lain lancar, nah knp neflix buka film malah muter"".",jaring aman buka aplikasi lancar knp neflix buka film muter
Hyudi Bisnis379,1,bagus,bagus
Imam Syafii,5,bagus,bagus
Rintang Wijaya,1,"Daftar kurang lebih 3 bulan yg lalu, abis tu ga bisa login. Sampe sekarang 1 September 2025 ngga bisa login, tapi selama 3bulan ini saldo otomatis kepotong hampir 200ribu njirrr. Aplikasi ga jelas, mending bagi yang mau download dipikir-pikir lagi. :( Kecewa banget, login ga bisa tapi kepotong otomatis saldonya.",daftar abis login sampe september ngga login saldo otomatis potong ribu njir aplikasi mending download pikir pikir kecewa banget login potong otomatis saldo
alvi devari,5,sebenarnya Netflix ini bagus banyak film dubing nya mempermudah banget dan semuanya lancar lancar aja walaupun ketika kita coba log in atau masuk sering terlihat sandi salah padahal benar itu restart aja terus aplikasinya dan kalau benar tidak bisa masuk nya mending pakai email atau ganti kata sandi rada ribet sih dan juga filmnya tidak terlalu lengkap tapi bagus dan keren jadi ya lumayanlah untuk Netflix semoga bisa di perbarui untuk memperbaiki bugnya dan perbanyak filmnya,netflix bagus film dubing nya mudah banget lancar lancar coba log masuk sandi salah restart aplikasi masuk nya mending pakai email ganti sandi rada ribet sih film lengkap bagus keren lumayan netflix moga baru baik bugnya banyak film
Kobra Rafka,5,"bagus jir tapi minus nya s1 Spongebob gak ada jadi nya merasa kurang,tapi gapapa yang penting ada Spongebob,horee i like Spongebob,lain kali adain Doraemon series + movie Doraemon nya dub indo,gak ngerti bahasa jepang soalnya",bagus jir minus nya spongebob nya gapapa spongebob horee like spongebob kali adain doraemon series movie doraemon nya dub indo ngerti bahasa jepang
Afriza Nourma Zulpikar,1,susah untuk login ke aplikasi ini,susah login aplikasi
Alpian Wahyudi,1,knpa jadi GK bisa di buka ini Netflix padahal cuma 1 prangkat yg terhubung aneh .semenjak di perbarui malah muncul notif trus terlalu banyak perangkat.,knpa buka netflix prangkat hubung aneh semenjak baru muncul notif trus perangkat
Alex Candra,1,"pembayaran saya ubah dari shopee pay ke dana,tapi tetap di potong dari shopee pay jadi saya bayar Doble",bayar ubah shopee pay dana potong shopee pay bayar doble
Yohanes Erick Eglasias Pedor,1,"sering stuck loading, walaupun sudah didownload tetap gak bisa terputar. hapus data, relog akun, bahkan download ulang aplikasi tetap sama",stuck loading didownload putar hapus data relog akun download ulang aplikasi
Alfarizi Ramadani,3,"baru coba netflix sudah payment tapi vidio gabisa play muter muter loading doang,kecewa sih",coba netflix payment vidio gabisa play muter muter loading doang kecewa sih
Siti Nurhana,1,"orang mau bayar kok ribet bgt gabisa bisa padahal tinggal potong saldo aja ribet nya minta ampun, nol",orang bayar ribet banget gabisa tinggal potong saldo ribet nya ampun nol
Fikri maulana Ridho,1,"baru memperpanjang keanggotaan, saldo udah kepotong, masih belum bisa, katanya pembayaran tertunda",panjang anggota saldo udah potong bayar tunda
Syahril Gaming,1,aneh ga jelas beli paket 180p masih tetap saja kualitas jelek,aneh beli paket kualitas jelek
Coconutis Verynut,3,"jujur kecewa, karna beberapa series seperti TAWOG hanya ada 2 musim sedangkan aslinya ada 6 yng membuat penonton menjadi tergantung. beberapa seri juga sudah dihilangkan seperti family guy. overral untuk film² nya lumayan lengkap.",jujur kecewa karna series tawog musim asli yng tonton gantung seri hilang family guy overral film nya lumayan lengkap
Reza Code,1,Trash app. You have to log in to the TV via the web.,trash app you have log the via the web
Iyut Setianingsih,1,"sudah melakukan pembayaran tapi tulisan di tv pembayaran belum di setujui, tolong itu gimana yaa",bayar tulis bayar tuju tolong gimana yaa
Rara Aray,1,ribet masukin email aj slah mlu apk rusak,ribet masukin email slah mlu apk rusak
Muhammadarifin,1,"sering leg/bug soalnya pas login muter"" terus tak tungguin sampe ketiduran eh bangun"" masih muter""kocak banget",leg bug pas login muter tungguin sampe tidur bangun muter kocak banget
Tirza Kirana,1,bayar cuman buat liat loading aja,bayar cuman liat loading
ANNISA,2,"ini udah 2 minggu saya gak bisa nonton netflix di tv android, loading terus menerus, kualitas gambar pecah², udah di download ulang pun masih begitu aja, cape bgt dah, berasa rugi bgt.",udah minggu nonton netflix android loading terus kualitas gambar pecah udah download ulang cape banget dah asa rugi banget
Black Land,5,Mantap,mantap
Regina Nebula aulia atmaja,2,kualitas nya oke bgt cmn gada kecepatan 2x trs juga kebanyakan film yg mau aku tonton gada trs jg knp kualitas nya ga hd si plis lah ini aku udah berlangganan malah dikasi kualitas yg minim bener² burem bgt 😔😔😭,kualitas nya oke banget cmn gada cepat banyak film tonton gada knp kualitas nya plis udah langgan kasi kualitas minim bener burem banget
galaxy mega,1,kenapa sya sdh tdak berlangganan tapi masih dipotong woii,sya sdh tdak langgan potong woii
Fazli,2,"gak bisa masuk + kenapa pas lagi nonton aku dikeluarin dan muncul teks terlalu banyak yang menonton padahal aku udah nonton dari tadi nonstop ,ini nama nya tidak ADILp",masuk pas nonton dikeluarin muncul teks tonton udah nonton nonstop nama nya adilp
Mikael Mike,1,ga guna,
Eifel Llita24,5,sangat bagus,bagus
Faisal Riyadi,4,"Sangat nyaman karena minimnya jeda iklan dalam pengalaman menonton,kekurangannya hanya film yang tersedia cenderung tak lengkap dan terkadang dalam satu series,ada film yang sudah tak tayang,dan filmnya seringkali ngefreeze yang mengurangi rasa senang",nyaman minim jeda iklan alam tonton kurang film sedia cenderung lengkap terkadang series film tayang film seringkali ngefreeze kurang senang
Apriyani Kornelia Neno,1,mau daftar akun tapi nggak bisa anjir,daftar akun anjir
firdausdeverata Deverata,1,buruk,buruk
Raudhotul Jannah,3,"Netflix gimana si? masa banyak film yang gaada, padahal gw mau nonton The nun, the Conjuring, Willy wonka & the chocolate, dan lain-lain, GW UDAH BAYAR MASA KAYA GINI?",netflix gimana film gaada nonton the nun the conjuring willy wonka the chocolate udah bayar kaya gin
Fitriana 1,5,buruk. sudah saya uninstall,buruk uninstall
Ruggrerio Mahatma,3,dont remove anime🤬,dont remove anime
Handi Ramadhan,1,"berbahaya sekali sistem Netflix sekarang, saya sudah melakukan tindakan pembatalan keanggotaan demi menghindari tagihan bulanan..,katta sistemnya saya sudah berhenti.. tapi knapa diakhir bulan ini tanggal 31,08,2025. saldo dana saya tetap dipotong?????? smpe saya gak bisa belanja kebutuhan anak2. jadi saya memutuskan untuk menghapus akun secra permanen. kalu tidak bisa juga saya bawa ini ke ranah hukum.",bahaya sistem netflix tindak batal anggota hindar tagih bulan katta sistem henti knapa akhir tanggal saldo dana potong smpe belanja butuh anak putus hapus akun secra permanen kalu bawa ranah hukum
Itnanik Itser,1,"saya gak pake VPN ato wifi, cuma pake data seluler, tapi ada notif dari Netflix bahwa saya pake VPN dan saya jadi gk bisa nonton drama favorit saya. Trus tiba-tiba judul drama favorit saya hilang gitu aja dari Netflix. Padahal saya bayar loh, gak gratisan.",pake vpn ato wifi pake data seluler notif netflix pake vpn nonton drama favorit trus judul drama favorit hilang gitu netflix bayar loh gratis
Kurni Awan,1,"ga jelas,udah beli masak salin link salin link aja,gajelas banget",udah beli masak salin link salin link gajelas banget
Encep ZM,5,"simple, mudah.",simple mudah
Emy Rosita,2,"dari tadi coba login atau buat akun baru,tp selalu ndk bisa. selalu diarahkan ke pembelian paket auto delete si kalo kayak gitu.",coba login akun ndk arah beli paket auto delete kalo kayak gitu
Rayhan Dwi,5,"The movie is good, it just seems like sometimes the movie stops for about 10 seconds, only the sound is there, and.. Where is the anime Ranking of Kingsss???? I like that anime and want to watch it again but it's not there :(((. Wasn't there one before..? :D",the movie good just seems like sometimes the movie stops for about seconds only the sound there and where the anime ranking kings like that anime and want watch again but not there wasn there one before
Jackpot Gaming,1,ga jelas pendaftaran aja susah pake salin link tapi g bisa masuk,daftar susah pake salin link masuk
Sinta Widiawati,3,"kesel bgt kadang tiba2 film yg lagi ditonton suka ilang, dicari judul nya ga muncul, aneh padahal lagi marathon anime tiba2 ilang tuh film nya gaada di pencarian Netflix",kesel banget kadang film tonton suka ilang cari judul nya muncul aneh marathon anime ilang tuh film nya gaada cari netflix
Daddy Boy,1,ribet login ny kntl,ribet login nya kntl
dede kusnadi,1,"ampppuuuuuuuunnnnn, taiiiii banget gagal jaringan server Netflix android mau di tv juga sama ajaaaaa",ampun tai banget gagal jaring server netflix android
hartini srie,4,padahal sudah bayar bulanan. kok gak bisa nonton,bayar bulan nonton
Agustina,5,bagus,bagus
nurul hanifah,1,"jelek banget, padahal yang login netflix cuma 1 perangkat masak download aja ga bisa katanya ada perangkat yang lagi download ga bangettt",jelek banget login netflix perangkat masak download perangkat download banget
Ristan,4,g ada kny infinite castle sia sia beli netflix,kny infinite castle sia sia beli netflix
Kitty •_•,1,loading yg begitu lama bikin kesal ngabisin waktu,loading kesal ngabisin
Wawan Wanto,1,saya ingin batalkan akun dana saya yg terhubung dengan Netflix karna selalu mencuri saldo dana saya tanpa konfirmasi padahal saya tidak pernah membeli bahkan menonton netflik,batal akun dana hubung netflix karna curi saldo dana konfirmasi beli tonton netflik
Hasna Mahira,1,saya daftar bingung banget soalnya harus isi kata sandi maksudnya apa ya saya udah isi kata sandi juga tetep nggak bisa Sama sekali,daftar bingung banget isi sandi maksud udah isi sandi tetep
Afif Ramadani,1,Aplikasi Ter Ribet Sejagad Raya,aplikasi ter ribet sejagad raya
Iven dacosta,5,ok,oke
fayiz mufrih,1,"aplikasi nda jelas, nda bisa berhenti untul berlanggan dan nda bisa login",aplikasi nda nda henti untul langgan nda login
Novan Novan,5,bagus sekali menurut gw cocok,bagus cocok
Alisa Mantap,2,Sering tidak bisa di buka aplikasinya,buka aplikasi
Yeyen Nia Siska,4,"Tiba tiba akun netflix saya tidak bisa di akses, padahal game yang terhubung masih bisa dimainkan. Sinyal HP saya juga bagus. Sudah saya coba mulai ulang HP, uninstal dan instal ulang aplikasinya masih belum bisa. Bagaimana solusinya netflix?",akun netflix akses game hubung main sinyal bagus coba ulang uninstal instal ulang aplikasi solusi netflix
Dewi Kristiani,1,"gila mau daftar aja susah bgt udah daftar, udah bayar, tiba"" akun keluar pas mau login lagi, pasword udah bener, malah gak bisa masuk keterangan sudah banyak upaya masuk, yaaa gilak sihh apk tolol",gila daftar susah banget udah daftar udah bayar akun pas login pasword udah bener masuk terang upaya masuk gilak sihh apk tolol
Amirul Fata,5,"jadi yang gabisa login tu, langkah pertama salin link terus buka link lewat chrome disitu baru akan muncul opsi paket 480, 720, 1080 dan 4k kalau maih bingung bisa lihat tutorial youtube.",gabisa login langkah salin link buka link chrome situ muncul opsi paket maih bingung lihat tutorial youtube
Galang Pratama,1,film yang lagi gw tonton kok tiba2 ilang ? di pencarian juga ga muncul ?,film tonton ilang cari muncul
nine kyuu 5 4 lfl,1,"kesel banget sama netflix, baru ini kecewa. payment sudah masuk tapi tetep ga bisa nonton, mana ngambil yg 120.000 rb, balikin saldo gua. mana metode pembayaranya muter muter aja",kesel banget netflix kecewa payment masuk tetep nonton ngambil balikin saldo gua metode pembayaranya muter muter
Rianpangestu ID,1,giliraan login sistem sibuk aneh banget,giliraan login sistem sibuk aneh banget
Dono Doni,1,"Udah langganan Netflix, tapi error mulu pas mau login, kecewa sama aplikasi ini jadi buang-buang uang aja, udah langganan mahal error mulu nyesel pake aplikasi ini.",udah langgan netflix error mulu pas login kecewa aplikasi buang buang uang udah langgan mahal error mulu nyesel pake aplikasi
Munif Adhitya,1,"anime anime yg ramenya pada ilang, kya one piece kaiju dll, server indo pada gak ada, pake sever jepang baru pada kluar, tpi subtitle indonya gak ada, ada apakah ini",anime anime ramenya ilang kya one piece kaiju dll server indo pake sever jepang kluar subtitle indonya
hari ono,5,••••••••••.live,live
Uing Candra,1,apk apa ini sussah kali masuknya......jangan di dontload nanti nyesalll,apk sussah kali masuk dontload nyesal
Siti Lutpiah,5,iloveyou,iloveyou
Tu hotmar Martua,1,susah kali padahal udah benar semua malah gabisa masuk,susah kali udah gabisa masuk
Yuan,1,Error banyak drakor yang hilang,error drakor hilang
M Difa Khairan,1,lemot bngt mau daftar juga lama,lot banget daftar
I Made Parwata,1,"setelah update, drama yg sudah setengah di tonton malah hilang dan tidak bisa di akses",update drama tonton hilang akses
Windi Saputra,1,apalah .masuk aplikasi aja gak bisa,apa masuk aplikasi
rizal yuuus,5,zyirizal. Netfelil. Fonlokok.,zyirizal netfelil fonlokok
yuanita ramadhani,5,banyak pilihan film bagus dan murah,pilih film bagus murah
Lala Ramla,5,Ga bisa di pake,pake
Jacinto Lacerda,5,ini bisa download GTA San definitif,download gta san definitif
Ayam Lepas,1,"daftar yang saya tonton hilang semua kenapa padahal saya bayar mahal"" film yang saya tonton ga ada di daftar saya semua hilang",daftar tonton hilang bayar mahal film tonton daftar hilang
AUDREY FLORINADYA SALAMUN,1,apalah setiap mau nonton terjadi error pdhl udh hps file dan game ttp aj gbsa huuuu app ga ada bagus nyaa,apa nonton error pdhl hps file game ttp gbsa app bagus nyaa
Gun Wan,5,bagus,bagus
Quinn briliant chanel,1,aku sudah bayar 65ribu lewat shopee pay dan saldo sudah terdebet tapi kenapa akun ku masih ditangguhkan dg alasan ada masalah pembayaran ????? hilang dong uangku 65ribu..sialan ini Netflix GAK JELAS BANGET !!! BALIKIN UANG SAYA DEH.!!!!,bayar ribu shopee pay saldo debet akun tangguh alas bayar hilang uang ribu sial netflix banget balikin uang deh
45_mohammad alfin k (alfin),3,"tolong dong permudah pendaftarannya, ribet amat perkara daftar trus bayar doang padahal kolom udh keisi semua ttp gk bisa, saldo udh di lebihin juga males jadinya",tolong mudah daftar ribet perkara daftar trus bayar doang kolom isi ttp saldo lebihin males
M ihsan Mubarok,1,"Hey, why didn't I subscribe and my balance was still taken? What's this, dammit, it's not my balance, I shouldn't play, just take it, plok, I don't want to know, I want my friend's money back, it's okay to play a",hey why didn subscribe and balance was still taken what this dammit not balance shouldn play just take plok don want know want friend money back okay play
Hai !,1,"capek banget anj, aplikasi ga jelas, setiap mau pembayan baru selalu keterangan dompet digital telah digunakan di akun lain, lah kocak akun yang tertaut dengan dompet digital ini ya akun yang aku mau bayar ini, gmn sih, masak setiap mau bayar langganan harus perbarui metode pembayaran mulu, ribet anj",capek banget anj aplikasi pembayan terang dompet digital akun kocak akun taut dompet digital akun bayar gmn sih masak bayar langgan baru metode bayar mulu ribet anj
Hakimul Huda,1,"kenapa ini aplikasi semua filmnya ga bisa di putar, saya sudah bayar loh ini, ini lama kelamaan kok jadi gini ga jelas banget, mending pindah aja lah ke aplikasi sebelah",aplikasi film putar bayar loh gin banget mending pindah aplikasi belah
1535_Tri Bosko,1,untuk ubah paket sangat ribet,ubah paket ribet
Bri Mo,1,"Apk miskin!!! udh bayar langganan akun gabisa dibuka, terus saldo berkurang 180k setiap bulan, padahal akun udh gabisa di pake HATI HATI JANGAN DOWNLOAD NETFLIX",apk miskin bayar langgan akun gabisa buka saldo kurang akun gabisa pake hati hati download netflix
je ham,5,sangat memuaskan,muas
HaW channel,1,mau bayar netflix pakai ovo susahnya minta amppuuunnnn.....,bayar netflix pakai ovo susah amppun
Reza Umar Syarifudin,4,"zat, ini dapat di ci Donna dr,,yg dr, r😄😙😙🥱🤭Rz r, Dan XD es a `",zat donna
Hendra Hermawan,5,bgus bnget aku ksih lima bintang,bgus bnget ksih bintang
AUZA,1,INI VIDIO YG UDAH DI DOWNLOAD GABISA DI PLAY,vidio udah download gabisa play
Nirmala 10,1,mau login aja susah banget bikin emosi aja,login susah banget emosi
Desi warnitati,1,"susah msuknya ,sudah di daftarkan segala macam ttap mntak msukan lagi email dan sandi 🤦🏻‍♀️",susah msuknya daftar ttap mntak msukan email sandi
Aliifah Al Thofunnisa,1,akses untuk login nya sgt menyulitkan.,akses login nya sgt sulit
Lega Lestari,4,"padahal udah bayar, saldo udah terpotong.. tpgak bisa log in aplikasi,, gimana ini",udah bayar saldo udah potong tpgak log aplikasi gimana
Hhasyim29,5,bagus banget saya jadi bisa nonton squid game menurut saya ini aplikasi rekomendasi banget sih lengkap semua film ada,bagus banget nonton squid game aplikasi rekomendasi banget sih lengkap film
Siska Safitri,2,"netflix knp ini, kok ada gangguan yerus, padahal wifi ku baik2 saja",netflix knp ganggu yerus wifi
faiz adilla,1,"they just remove all of my show, weirdly enough they just remove just on my account.",they just remove all show weirdly enough they just remove just account
Alya Jazila lslami,1,Aplikasi ini tidak bisa login,aplikasi login
Andhika Koswara,1,PERBAIKI APLIKASI NYA MAU DAFTAR AJA SUSAH BANGET,baik aplikasi nya daftar susah banget
fitri amelia,3,"kenapa di tv sama di HP nggak sama ya, di hp nggak update ini",update
yosep yoswin,3,Kenapa film yang ku sukai semuanya menghilang seperti demon slayer dan Sakamoto days?,film suka hilang demon slayer sakamoto days
Muhammad Al Qardawi,1,"ribet Ama, mau nonton film lokal dipersulit, dr pendaftaran aj udh d bikin ribet gmn si",ribet ama nonton film lokal sulit daftar ribet gmn
Sri Wahyuni,3,"ini Bgai mn sih, ktnya pmbyrannya bln September akhir, in kok malah minta byr sblm waktunya sih...!",bgai sih ktnya pmbyrannya bln september byr sblm sih
aisyah henda,1,dari smlm netflix bermasalah ga bs diputer filmnya padahal udh cb segala cara knp bs gt? pdhl jaringan cb buka app lainnya lancar kok,smlm netflix masalah puter film knp pdhl jaring buka app lancar
Theresia Desi Selvia,5,best,best
RIKO DERIAN SAPUTRA,1,"saya sudah login akun google tapi knpa ga bisa masuk, ku kira akun google ku salah,aku perbaiki lagi tapi tetep gabisa,saya bkin akun google lagi eh tetep aja ga bisa,ini aplikasinya knpa ya? tolong jawab",login akun google knpa masuk akun google salah baik tetep gabisa bkin akun google tetep aplikasi knpa tolong
Iovy Zety Da Costa Belo,5,APLIKASI STREAMING terbaik ...,aplikasi streaming baik
Nurhasanah Nurhasanah,1,"saya sudah donwnload udah langganan enggak bisa di tonto, rugi aja yg ada",donwnload udah langgan tonto rugi
Alya.R Khadafi,2,"seru sih, tapi pas aku udah enggak download/berlangganan saldo ku malah ke potong",seru sih pas udah download langgan saldo potong
Usamah Mukhdor,1,emang kalau login harus berbayar ya aplikasi gak jelas,emang login bayar aplikasi
Ronauly Margaret,5,"Filmnya bagus-bagus. customer servicenya top! barusan baru sadar bahwa kedebet otomatis padahal sudah saya batalkan sebelumnya di aplikasi pembayaran lain, direfund dong.. terima kasih banyak atas profesionalitasnya. kedepannya kalau ada kesempatan saya akan pakai lagi.",film bagus bagus customer servicenya top barusan sadar debet otomatis batal aplikasi bayar direfund terima kasih profesionalitas depan sempat pakai
